step,state,fitness,N,K,D,rep,condition,landscape_seed,start_fitness
39,47147,0.702116834692209,16,2,4,18,HM_channel,712418165,0.5178694981467776
40,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
41,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
42,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
43,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
44,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
45,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
46,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
47,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
48,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
49,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
50,47275,0.7202576725922182,16,2,4,18,HM_channel,712418165,0.5178694981467776
0,14641,0.5178694981467776,16,2,8,18,HM_channel,712418165,0.5178694981467776
1,31804,0.5917743596289835,16,2,8,18,HM_channel,712418165,0.5178694981467776
2,31804,0.5917743596289835,16,2,8,18,HM_channel,712418165,0.5178694981467776
3,31806,0.6039617148305563,16,2,8,18,HM_channel,712418165,0.5178694981467776
4,26262,0.5909719715342832,16,2,8,18,HM_channel,712418165,0.5178694981467776
5,26262,0.5909719715342832,16,2,8,18,HM_channel,712418165,0.5178694981467776
6,26294,0.6340615861855483,16,2,8,18,HM_channel,712418165,0.5178694981467776
7,28342,0.6163190220289265,16,2,8,18,HM_channel,712418165,0.5178694981467776
8,26294,0.6340615861855483,16,2,8,18,HM_channel,712418165,0.5178694981467776
9,26294,0.6340615861855483,16,2,8,18,HM_channel,712418165,0.5178694981467776
10,26290,0.6456472156929759,16,2,8,18,HM_channel,712418165,0.5178694981467776
11,26290,0.6456472156929759,16,2,8,18,HM_channel,712418165,0.5178694981467776
12,26290,0.6456472156929759,16,2,8,18,HM_channel,712418165,0.5178694981467776
13,26290,0.6456472156929759,16,2,8,18,HM_channel,712418165,0.5178694981467776
14,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
15,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
16,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
17,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
18,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
19,26354,0.6553938251965349,16,2,8,18,HM_channel,712418165,0.5178694981467776
20,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
21,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
22,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
23,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
24,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
25,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
26,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
27,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
28,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
29,30891,0.6874444162108828,16,2,8,18,HM_channel,712418165,0.5178694981467776
30,63659,0.7239039328085797,16,2,8,18,HM_channel,712418165,0.5178694981467776
31,63659,0.7239039328085797,16,2,8,18,HM_channel,712418165,0.5178694981467776
32,63659,0.7239039328085797,16,2,8,18,HM_channel,712418165,0.5178694981467776
33,45227,0.7199950437739224,16,2,8,18,HM_channel,712418165,0.5178694981467776
34,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
35,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
36,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
37,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
38,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
39,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
40,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
41,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
42,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
43,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
44,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
45,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
46,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
47,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
48,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
49,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
50,47275,0.7202576725922182,16,2,8,18,HM_channel,712418165,0.5178694981467776
0,11380,0.5309647552341722,16,2,1,19,HM_channel,1140040553,0.5309647552341722
1,9332,0.6263239486568195,16,2,1,19,HM_channel,1140040553,0.5309647552341722
2,9588,0.6651241499369368,16,2,1,19,HM_channel,1140040553,0.5309647552341722
3,13684,0.6530454197534625,16,2,1,19,HM_channel,1140040553,0.5309647552341722
4,13680,0.6933480585924244,16,2,1,19,HM_channel,1140040553,0.5309647552341722
5,13616,0.7108149982209633,16,2,1,19,HM_channel,1140040553,0.5309647552341722
6,13616,0.7108149982209633,16,2,1,19,HM_channel,1140040553,0.5309647552341722
7,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
8,13616,0.7108149982209633,16,2,1,19,HM_channel,1140040553,0.5309647552341722
9,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
10,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
11,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
12,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
13,42288,0.7075976697678491,16,2,1,19,HM_channel,1140040553,0.5309647552341722
14,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
15,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
16,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
17,57648,0.7065210804755625,16,2,1,19,HM_channel,1140040553,0.5309647552341722
18,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
19,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
20,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
21,58800,0.72301148350226,16,2,1,19,HM_channel,1140040553,0.5309647552341722
22,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
23,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
24,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
25,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
26,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
27,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
28,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
29,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
30,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
31,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
32,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
33,58672,0.7308297982541927,16,2,1,19,HM_channel,1140040553,0.5309647552341722
34,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
35,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
36,26032,0.7102125073791627,16,2,1,19,HM_channel,1140040553,0.5309647552341722
37,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
38,25904,0.7180308221310955,16,2,1,19,HM_channel,1140040553,0.5309647552341722
39,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
40,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
41,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
42,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
43,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
44,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
45,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
46,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
47,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
48,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
49,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
50,9520,0.7228937284044376,16,2,1,19,HM_channel,1140040553,0.5309647552341722
0,11380,0.5309647552341722,16,2,2,19,HM_channel,1140040553,0.5309647552341722
1,11348,0.6521683129551465,16,2,2,19,HM_channel,1140040553,0.5309647552341722
2,15380,0.721905721545313,16,2,2,19,HM_channel,1140040553,0.5309647552341722
3,15508,0.757035063975679,16,2,2,19,HM_channel,1140040553,0.5309647552341722
4,7316,0.7538943765493188,16,2,2,19,HM_channel,1140040553,0.5309647552341722
5,7316,0.7538943765493188,16,2,2,19,HM_channel,1140040553,0.5309647552341722
6,7316,0.7538943765493188,16,2,2,19,HM_channel,1140040553,0.5309647552341722
7,15508,0.757035063975679,16,2,2,19,HM_channel,1140040553,0.5309647552341722
8,15508,0.757035063975679,16,2,2,19,HM_channel,1140040553,0.5309647552341722
9,15508,0.757035063975679,16,2,2,19,HM_channel,1140040553,0.5309647552341722
10,15508,0.757035063975679,16,2,2,19,HM_channel,1140040553,0.5309647552341722
11,13460,0.7590367619189453,16,2,2,19,HM_channel,1140040553,0.5309647552341722
12,9364,0.7711154921024197,16,2,2,19,HM_channel,1140040553,0.5309647552341722
13,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
14,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
15,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
16,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
17,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
18,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
19,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
20,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
21,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
22,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
23,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
24,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
25,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
26,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
27,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
28,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
29,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
30,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
31,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
32,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
33,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
34,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
35,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
36,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
37,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
38,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
39,25748,0.7662525858290776,16,2,2,19,HM_channel,1140040553,0.5309647552341722
40,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
41,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
42,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
43,58580,0.7461247694947827,16,2,2,19,HM_channel,1140040553,0.5309647552341722
44,58580,0.7461247694947827,16,2,2,19,HM_channel,1140040553,0.5309647552341722
45,58580,0.7461247694947827,16,2,2,19,HM_channel,1140040553,0.5309647552341722
46,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
47,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
48,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
49,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
50,58516,0.776674213877222,16,2,2,19,HM_channel,1140040553,0.5309647552341722
0,11380,0.5309647552341722,16,2,4,19,HM_channel,1140040553,0.5309647552341722
1,25724,0.633110594680399,16,2,4,19,HM_channel,1140040553,0.5309647552341722
2,58480,0.6528542393633223,16,2,4,19,HM_channel,1140040553,0.5309647552341722
3,58556,0.66349445551973,16,2,4,19,HM_channel,1140040553,0.5309647552341722
4,58524,0.723275468295481,16,2,4,19,HM_channel,1140040553,0.5309647552341722
5,58524,0.723275468295481,16,2,4,19,HM_channel,1140040553,0.5309647552341722
6,58524,0.723275468295481,16,2,4,19,HM_channel,1140040553,0.5309647552341722
7,58524,0.723275468295481,16,2,4,19,HM_channel,1140040553,0.5309647552341722
8,58524,0.723275468295481,16,2,4,19,HM_channel,1140040553,0.5309647552341722
9,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
10,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
11,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
12,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
13,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
14,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
15,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
16,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
17,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
18,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
19,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
20,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
21,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
22,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
23,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
24,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
25,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
26,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
27,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
28,24724,0.7608379611884186,16,2,4,19,HM_channel,1140040553,0.5309647552341722
29,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
30,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
31,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
32,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
33,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
34,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
35,9364,0.7711154921024197,16,2,4,19,HM_channel,1140040553,0.5309647552341722
36,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
37,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
38,25748,0.7662525858290776,16,2,4,19,HM_channel,1140040553,0.5309647552341722
39,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
40,58500,0.7553349573695598,16,2,4,19,HM_channel,1140040553,0.5309647552341722
41,58500,0.7553349573695598,16,2,4,19,HM_channel,1140040553,0.5309647552341722
42,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
43,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
44,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
45,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
46,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
47,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
48,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
49,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
50,58516,0.776674213877222,16,2,4,19,HM_channel,1140040553,0.5309647552341722
0,11380,0.5309647552341722,16,2,8,19,HM_channel,1140040553,0.5309647552341722
1,198,0.6681403968747899,16,2,8,19,HM_channel,1140040553,0.5309647552341722
2,16582,0.6876353303008934,16,2,8,19,HM_channel,1140040553,0.5309647552341722
3,16582,0.6876353303008934,16,2,8,19,HM_channel,1140040553,0.5309647552341722
4,16582,0.6876353303008934,16,2,8,19,HM_channel,1140040553,0.5309647552341722
5,16518,0.7181847746833326,16,2,8,19,HM_channel,1140040553,0.5309647552341722
6,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
7,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
8,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
9,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
10,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
11,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
12,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
13,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
14,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
15,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
16,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
17,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
18,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
19,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
20,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
21,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
22,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
23,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
24,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
25,16516,0.7289458116523728,16,2,8,19,HM_channel,1140040553,0.5309647552341722
26,17542,0.7040884102295739,16,2,8,19,HM_channel,1140040553,0.5309647552341722
27,17542,0.7040884102295739,16,2,8,19,HM_channel,1140040553,0.5309647552341722
28,17540,0.7148494471986141,16,2,8,19,HM_channel,1140040553,0.5309647552341722
29,17540,0.7148494471986141,16,2,8,19,HM_channel,1140040553,0.5309647552341722
30,1156,0.7197123534719562,16,2,8,19,HM_channel,1140040553,0.5309647552341722
31,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
32,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
33,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
34,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
35,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
36,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
37,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
38,13444,0.7376975054112831,16,2,8,19,HM_channel,1140040553,0.5309647552341722
39,13444,0.7376975054112831,16,2,8,19,HM_channel,1140040553,0.5309647552341722
40,13444,0.7376975054112831,16,2,8,19,HM_channel,1140040553,0.5309647552341722
41,13444,0.7376975054112831,16,2,8,19,HM_channel,1140040553,0.5309647552341722
42,13444,0.7376975054112831,16,2,8,19,HM_channel,1140040553,0.5309647552341722
43,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
44,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
45,9348,0.7497762355947575,16,2,8,19,HM_channel,1140040553,0.5309647552341722
46,9364,0.7711154921024197,16,2,8,19,HM_channel,1140040553,0.5309647552341722
47,9364,0.7711154921024197,16,2,8,19,HM_channel,1140040553,0.5309647552341722
48,13460,0.7590367619189453,16,2,8,19,HM_channel,1140040553,0.5309647552341722
49,13460,0.7590367619189453,16,2,8,19,HM_channel,1140040553,0.5309647552341722
50,13460,0.7590367619189453,16,2,8,19,HM_channel,1140040553,0.5309647552341722
0,58818,0.5645199849654946,16,2,1,20,HM_channel,1141733303,0.5645199849654946
1,62914,0.6108882794808451,16,2,1,20,HM_channel,1141733303,0.5645199849654946
2,62914,0.6108882794808451,16,2,1,20,HM_channel,1141733303,0.5645199849654946
3,46530,0.6085551987036867,16,2,1,20,HM_channel,1141733303,0.5645199849654946
4,46530,0.6085551987036867,16,2,1,20,HM_channel,1141733303,0.5645199849654946
5,46402,0.6283906644339162,16,2,1,20,HM_channel,1141733303,0.5645199849654946
6,46402,0.6283906644339162,16,2,1,20,HM_channel,1141733303,0.5645199849654946
7,62786,0.6307237452110748,16,2,1,20,HM_channel,1141733303,0.5645199849654946
8,61762,0.629976373186602,16,2,1,20,HM_channel,1141733303,0.5645199849654946
9,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
10,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
11,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
12,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
13,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
14,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
15,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
16,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
17,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
18,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
19,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
20,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
21,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
22,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
23,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
24,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
25,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
26,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
27,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
28,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
29,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
30,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
31,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
32,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
33,61507,0.6497293249073857,16,2,1,20,HM_channel,1141733303,0.5645199849654946
34,61507,0.6497293249073857,16,2,1,20,HM_channel,1141733303,0.5645199849654946
35,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
36,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
37,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
38,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
39,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
40,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
41,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
42,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
43,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
44,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
45,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
46,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
47,45379,0.652275678861948,16,2,1,20,HM_channel,1141733303,0.5645199849654946
48,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
49,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
50,61763,0.663671093189872,16,2,1,20,HM_channel,1141733303,0.5645199849654946
0,58818,0.5645199849654946,16,2,2,20,HM_channel,1141733303,0.5645199849654946
1,62915,0.624806536128982,16,2,2,20,HM_channel,1141733303,0.5645199849654946
2,62787,0.6446420018592117,16,2,2,20,HM_channel,1141733303,0.5645199849654946
3,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
4,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
5,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
6,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
7,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
8,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
9,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
10,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
11,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
12,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
13,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
14,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
15,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
16,61763,0.663671093189872,16,2,2,20,HM_channel,1141733303,0.5645199849654946
17,45379,0.652275678861948,16,2,2,20,HM_channel,1141733303,0.5645199849654946
